1,37.966660,23.728308,1405594957
1,37.966627,23.728263,1405594966
1,37.966625,23.728263,1405594974
1,37.966613,23.728375,1405594984
1,37.966203,23.728597,1405594992
1,37.966195,23.728613,1405595001
1,37.966195,23.728613,1405595009
1,37.966195,23.728613,1405595017
1,37.966195,23.728613,1405595026
1,37.966195,23.728613,1405595034
1,37.966195,23.728613,1405595043
1,37.966180,23.728662,1405595051
1,37.965937,23.728440,1405595059
1,37.965377,23.727717,1405595068
1,37.965000,23.727242,1405595076
1,37.964968,23.727183,1405595085
1,37.964982,23.727120,1405595093
1,37.964823,23.726953,1405595102
1,37.964168,23.726123,1405595110
1,37.963533,23.725330,1405595119
1,37.963158,23.724863,1405595127
1,37.963158,23.724872,1405595135
1,37.963158,23.724872,1405595144
1,37.963063,23.724733,1405595152
1,37.962587,23.724213,1405595161
1,37.961983,23.723453,1405595169
1,37.961273,23.722412,1405595178
1,37.960345,23.721210,1405595186
1,37.959587,23.720195,1405595195
1,37.958717,23.719082,1405595203
1,37.957983,23.718175,1405595212
1,37.957065,23.717028,1405595220
1,37.956215,23.715897,1405595229
1,37.955217,23.714548,1405595237
1,37.954302,23.713370,1405595284
1,37.938042,23.692308,1405595362
1,37.938985,23.690435,1405595371
1,37.940058,23.688853,1405595379
1,37.940872,23.687423,1405595387
1,37.941705,23.685902,1405595396
1,37.942593,23.683877,1405595404
1,37.943140,23.681962,1405595413
1,37.943777,23.679647,1405595421
1,37.944117,23.677613,1405595429
1,37.944158,23.675455,1405595438
1,37.944175,23.673467,1405595447
1,37.944328,23.671412,1405595455
1,37.944340,23.669497,1405595464
1,37.944280,23.667473,1405595472
1,37.944327,23.665977,1405595481
1,37.944310,23.664312,1405595489
1,37.944300,23.663012,1405595497
1,37.944833,23.661637,1405595506
1,37.945570,23.660510,1405595514
1,37.946323,23.659393,1405595525
1,37.947278,23.657890,1405595541
1,37.948335,23.655153,1405595549
1,37.948622,23.653343,1405595558
1,37.948788,23.651910,1405595582
1,37.948168,23.647733,1405595590
1,37.948168,23.647647,1405595599
1,37.948168,23.647647,1405595607
1,37.948168,23.647647,1405595615
1,37.948147,23.647410,1405595624
1,37.947693,23.647002,1405595632
1,37.947428,23.646510,1405595640
1,37.947465,23.646450,1405595649
1,37.947465,23.646450,1405595657
1,37.947468,23.646373,1405595666
1,37.947157,23.645792,1405595674
1,37.946953,23.645350,1405595683
1,37.946652,23.644840,1405595691
1,37.946467,23.644497,1405595699
1,37.946190,23.643987,1405595708
1,37.945893,23.643327,1405595716
1,37.945623,23.642785,1405595725
1,37.945268,23.642557,1405595734
1,37.944902,23.643192,1405595742
1,37.944432,23.643655,1405595751
1,37.943733,23.643835,1405595760
1,37.943250,23.643555,1405595769
1,37.942932,23.643290,1405595777
1,37.942892,23.643263,1405595786
1,37.942892,23.643263,1405595794
1,37.942892,23.643263,1405595802
1,37.942830,23.643220,1405595811
1,37.942437,23.642862,1405595819
1,37.941752,23.642278,1405595829
1,37.940782,23.641467,1405595837
1,37.939990,23.640810,1405595846
1,37.939108,23.639942,1405595870
1,37.937198,23.639025,1405595878
1,37.936988,23.638087,1405595887
1,37.936882,23.636880,1405595895
1,37.937005,23.636063,1405595904
1,37.937412,23.635655,1405595912
1,37.937795,23.635798,1405595921
1,37.937895,23.635635,1405595930
1,37.937915,23.635460,1405595939
1,37.937888,23.635170,1405595947
1,37.937902,23.635152,1405595956
1,37.937902,23.635152,1405595964
1,37.937902,23.635152,1405595973
1,37.937785,23.635117,1405595981
1,37.937488,23.635118,1405595990
1,37.937040,23.635212,1405595998
1,37.936712,23.636157,1405596007
1,37.936710,23.637055,1405596015
1,37.936802,23.637957,1405596024
1,37.936943,23.638873,1405596032
1,37.937033,23.639472,1405596041
1,37.937228,23.639655,1405596049
1,37.937238,23.639643,1405596058
1,37.937238,23.639643,1405596066
1,37.937292,23.639455,1405596074
1,37.937165,23.638790,1405596083
1,37.936852,23.637580,1405596091
1,37.936797,23.636308,1405596100
1,37.937462,23.634823,1405596109
1,37.938193,23.633550,1405596117
1,37.938488,23.632820,1405596126
1,37.938512,23.632628,1405596134
1,37.938533,23.631848,1405596144
1,37.938598,23.630322,1405596152
1,37.938627,23.629837,1405596161
1,37.938490,23.629648,1405596169
1,37.937857,23.629080,1405596177
1,37.936942,23.628098,1405596186
1,37.936508,23.627105,1405596195
1,37.936063,23.626143,1405596203
1,37.935597,23.625688,1405596212
1,37.935490,23.625655,1405596220
2,37.946545,23.754918,1405591065
2,37.946545,23.754918,1405591073
2,37.946545,23.754918,1405591084
2,37.946413,23.754767,1405591094
2,37.946260,23.754830,1405591103
2,37.946032,23.755347,1405591112
2,37.946190,23.755707,1405591121
2,37.946298,23.756495,1405591132
2,37.946398,23.758092,1405591142
2,37.946417,23.759267,1405591151
2,37.945638,23.758867,1405591160
2,37.945638,23.758867,1405591161
2,37.945310,23.758720,1405591173
2,37.945045,23.758625,1405591181
2,37.944860,23.758528,1405591191
2,37.944530,23.758438,1405591201
2,37.944370,23.758412,1405591211
2,37.944365,23.758407,1405591222
2,37.944365,23.758407,1405591232
2,37.944365,23.758407,1405591233
2,37.944365,23.758407,1405591243
2,37.944365,23.758407,1405591253
2,37.944440,23.758473,1405591263
2,37.944440,23.758473,1405591273
2,37.944440,23.758473,1405591283
2,37.944440,23.758473,1405591293
2,37.944440,23.758473,1405591303
2,37.944440,23.758473,1405591313
2,37.944360,23.758402,1405591323
2,37.944360,23.758402,1405591334
2,37.944360,23.758402,1405591343
2,37.944360,23.758402,1405591354
2,37.944360,23.758402,1405591363
2,37.944253,23.758287,1405591373
2,37.944253,23.758287,1405591383
2,37.944253,23.758287,1405591394
2,37.944253,23.758287,1405591404
2,37.944122,23.758543,1405591414
2,37.944028,23.758845,1405591424
2,37.943680,23.759372,1405591434
2,37.943667,23.759413,1405591444
2,37.943883,23.758887,1405591455
2,37.944130,23.758447,1405591464
2,37.944563,23.758408,1405591474
2,37.945335,23.758682,1405591484
